ID=3 | Amount=7657.23 | Location=LA | Time=20:42
ID=227 | Amount=8421.92 | Location=LON | Time=00:59
ID=229 | Amount=8912.27 | Location=TX | Time=00:28
ID=230 | Amount=5843.2 | Location=CHI | Time=23:53
ID=231 | Amount=8229.99 | Location=PAR | Time=16:32
ID=232 | Amount=7523.37 | Location=TOK | Time=08:01
ID=234 | Amount=9045.21 | Location=LA | Time=09:24
ID=236 | Amount=6424.13 | Location=CHI | Time=19:27
ID=243 | Amount=9943.7 | Location=TOK | Time=10:34
ID=244 | Amount=8553.93 | Location=NY | Time=03:04
ID=248 | Amount=6194.12 | Location=TX | Time=15:04
ID=249 | Amount=8232.66 | Location=CHI | Time=14:18
ID=250 | Amount=9405.18 | Location=NY | Time=15:19
ID=251 | Amount=7467.16 | Location=LA | Time=05:20
ID=252 | Amount=8232.75 | Location=LA | Time=07:39
ID=253 | Amount=5485.75 | Location=CHI | Time=13:48
ID=254 | Amount=7174.59 | Location=PAR | Time=02:07
ID=255 | Amount=9485.88 | Location=TOK | Time=06:03
ID=256 | Amount=5768.34 | Location=LON | Time=04:26
ID=257 | Amount=8947.1 | Location=CHI | Time=15:31
ID=258 | Amount=7810.49 | Location=LON | Time=17:36
ID=259 | Amount=9103.34 | Location=TOK | Time=04:00
ID=261 | Amount=7623.63 | Location=CHI | Time=11:55
ID=262 | Amount=7240.63 | Location=LA | Time=08:41
ID=266 | Amount=5015.19 | Location=NY | Time=08:16
ID=274 | Amount=7540.98 | Location=TX | Time=00:19
ID=279 | Amount=5447.32 | Location=PAR | Time=08:58
ID=282 | Amount=6547.58 | Location=CHI | Time=00:04
ID=285 | Amount=6253.63 | Location=TX | Time=20:07
ID=294 | Amount=5181.48 | Location=CHI | Time=14:57
ID=298 | Amount=8637.99 | Location=CHI | Time=16:00
ID=299 | Amount=5815.56 | Location=NY | Time=09:03
ID=300 | Amount=5575.34 | Location=CHI | Time=20:57
ID=304 | Amount=7257.48 | Location=CHI | Time=14:16
ID=306 | Amount=8394.46 | Location=LON | Time=07:44
ID=308 | Amount=5000.78 | Location=LA | Time=16:32
ID=309 | Amount=8009.47 | Location=MUM | Time=10:28
ID=312 | Amount=7089.38 | Location=MUM | Time=19:47
ID=314 | Amount=9930.94 | Location=MUM | Time=19:24
ID=317 | Amount=6250.31 | Location=MUM | Time=07:24
ID=320 | Amount=5607.03 | Location=TX | Time=19:43
ID=323 | Amount=5927.08 | Location=TX | Time=01:45
ID=324 | Amount=9993.89 | Location=TX | Time=21:20
ID=326 | Amount=7106.67 | Location=TX | Time=00:39
ID=335 | Amount=6130.25 | Location=TX | Time=13:18
ID=337 | Amount=6682.6 | Location=CHI | Time=15:18
ID=340 | Amount=9784.69 | Location=LON | Time=03:05
ID=342 | Amount=7439.61 | Location=TOK | Time=04:14
ID=345 | Amount=7558.9 | Location=TOK | Time=12:00
ID=349 | Amount=8354.11 | Location=PAR | Time=23:18
ID=350 | Amount=8512.83 | Location=LON | Time=10:18
ID=351 | Amount=8838.61 | Location=CHI | Time=17:38
ID=352 | Amount=6821.69 | Location=MUM | Time=02:19
ID=354 | Amount=9819.62 | Location=TX | Time=00:33
ID=355 | Amount=8289.17 | Location=TOK | Time=00:25
ID=359 | Amount=5209.73 | Location=NY | Time=14:12
ID=360 | Amount=9972.01 | Location=NY | Time=22:11
ID=361 | Amount=5018.92 | Location=LON | Time=10:10
ID=364 | Amount=8041.25 | Location=CHI | Time=17:02
ID=369 | Amount=8445.8 | Location=NY | Time=18:29
ID=370 | Amount=8657.81 | Location=TX | Time=12:12
ID=371 | Amount=9257.18 | Location=LON | Time=03:50
ID=373 | Amount=6940.43 | Location=TOK | Time=01:26
ID=374 | Amount=9472.34 | Location=TOK | Time=09:13
ID=375 | Amount=7926.61 | Location=NY | Time=22:37
ID=376 | Amount=5834.1 | Location=LON | Time=09:13
ID=379 | Amount=9294.49 | Location=PAR | Time=22:40
ID=380 | Amount=8796.95 | Location=CHI | Time=16:17
ID=381 | Amount=7858.51 | Location=MUM | Time=02:59
ID=387 | Amount=8252.72 | Location=TOK | Time=12:20
ID=390 | Amount=8122.76 | Location=TX | Time=21:44
ID=392 | Amount=9510.83 | Location=LA | Time=07:25
ID=394 | Amount=9092.6 | Location=LON | Time=19:11
ID=395 | Amount=9439.95 | Location=PAR | Time=01:56
ID=397 | Amount=5767.53 | Location=TX | Time=19:59
ID=398 | Amount=8072 | Location=TX | Time=10:49
ID=399 | Amount=7806.64 | Location=LA | Time=20:04
ID=402 | Amount=8359.69 | Location=CHI | Time=00:00
ID=403 | Amount=9344.04 | Location=PAR | Time=16:44
ID=404 | Amount=8104.79 | Location=PAR | Time=10:05
ID=408 | Amount=9471.75 | Location=CHI | Time=22:40
ID=409 | Amount=6102.86 | Location=CHI | Time=10:29
ID=410 | Amount=5869.76 | Location=TOK | Time=22:13
ID=411 | Amount=8478.22 | Location=CHI | Time=07:44
ID=415 | Amount=8690.51 | Location=CHI | Time=12:22
ID=417 | Amount=9498.82 | Location=LA | Time=09:37
ID=420 | Amount=9053.26 | Location=MUM | Time=08:41
ID=423 | Amount=6624.48 | Location=LA | Time=16:08
ID=426 | Amount=5754.7 | Location=NY | Time=23:44
ID=431 | Amount=6976.32 | Location=CHI | Time=13:31
ID=432 | Amount=8366.82 | Location=LON | Time=15:24
ID=433 | Amount=6341.28 | Location=NY | Time=06:53
ID=434 | Amount=6614.71 | Location=MUM | Time=03:40
ID=435 | Amount=8473.21 | Location=TOK | Time=06:02
ID=436 | Amount=6856.3 | Location=PAR | Time=13:02
ID=437 | Amount=5508.58 | Location=PAR | Time=14:36
ID=440 | Amount=5599.77 | Location=TX | Time=09:06
ID=441 | Amount=7097.9 | Location=TX | Time=16:37
ID=443 | Amount=8084.59 | Location=PAR | Time=15:23
ID=446 | Amount=8781.09 | Location=NY | Time=12:55
ID=447 | Amount=7794.05 | Location=LON | Time=09:47
ID=448 | Amount=7860.4 | Location=PAR | Time=02:06
ID=453 | Amount=6779.42 | Location=TOK | Time=22:49
ID=455 | Amount=9652.31 | Location=TX | Time=15:12
ID=457 | Amount=8034.01 | Location=NY | Time=09:03
ID=459 | Amount=9386.37 | Location=LA | Time=19:38
ID=462 | Amount=9494.64 | Location=CHI | Time=12:35
ID=466 | Amount=5157.1 | Location=TX | Time=07:34
ID=471 | Amount=7990.06 | Location=TOK | Time=15:26
ID=474 | Amount=7660.96 | Location=TX | Time=22:28
ID=475 | Amount=8691.49 | Location=PAR | Time=19:31
ID=476 | Amount=7489.25 | Location=NY | Time=02:37
ID=478 | Amount=8793.11 | Location=LON | Time=08:43
ID=479 | Amount=6376.84 | Location=CHI | Time=03:32
ID=482 | Amount=6976.33 | Location=LON | Time=20:33
ID=483 | Amount=8411.94 | Location=NY | Time=19:44
ID=487 | Amount=5683 | Location=PAR | Time=18:51
ID=489 | Amount=8511.72 | Location=TOK | Time=02:47
ID=493 | Amount=9768.13 | Location=LA | Time=20:53
ID=498 | Amount=9125.98 | Location=TX | Time=10:55
ID=499 | Amount=6307.22 | Location=MUM | Time=08:41
ID=501 | Amount=9037.46 | Location=CHI | Time=14:38
ID=505 | Amount=8239.83 | Location=CHI | Time=11:27
ID=507 | Amount=9127.38 | Location=LON | Time=22:42
ID=513 | Amount=5685.17 | Location=LA | Time=18:42
ID=514 | Amount=6810.16 | Location=TOK | Time=08:11
ID=515 | Amount=5590.67 | Location=TOK | Time=20:35
ID=518 | Amount=9933.68 | Location=LON | Time=04:39
ID=519 | Amount=6271.2 | Location=PAR | Time=10:09
ID=520 | Amount=8498.44 | Location=NY | Time=16:21
ID=521 | Amount=8521.75 | Location=CHI | Time=08:02
ID=526 | Amount=5063.41 | Location=PAR | Time=17:22
ID=528 | Amount=6959.12 | Location=MUM | Time=23:21
ID=530 | Amount=8981.6 | Location=LON | Time=03:15
ID=533 | Amount=5372.15 | Location=NY | Time=00:14
ID=535 | Amount=9759.3 | Location=TOK | Time=17:21
ID=536 | Amount=8335.35 | Location=LON | Time=00:48
ID=537 | Amount=6318.04 | Location=LON | Time=19:32
ID=543 | Amount=5100.43 | Location=TOK | Time=00:52
ID=544 | Amount=6679.66 | Location=TX | Time=20:18
ID=546 | Amount=8085.6 | Location=LON | Time=18:51
ID=547 | Amount=9301.31 | Location=MUM | Time=06:13
ID=548 | Amount=6695.09 | Location=PAR | Time=21:04
ID=549 | Amount=7409.27 | Location=LON | Time=08:13
ID=550 | Amount=5930.45 | Location=LON | Time=18:04
ID=551 | Amount=7217.56 | Location=PAR | Time=11:01
ID=554 | Amount=5093.84 | Location=LON | Time=17:15
ID=555 | Amount=9525.59 | Location=MUM | Time=16:15
ID=557 | Amount=9169.21 | Location=LON | Time=11:09
ID=558 | Amount=9737.92 | Location=MUM | Time=02:41
ID=559 | Amount=7149.85 | Location=PAR | Time=14:29
ID=561 | Amount=9647.86 | Location=PAR | Time=10:47
ID=563 | Amount=9741.16 | Location=LA | Time=13:06
ID=570 | Amount=5729.71 | Location=NY | Time=21:42
ID=571 | Amount=9549.33 | Location=CHI | Time=04:42
ID=577 | Amount=6841.02 | Location=TOK | Time=11:04
ID=578 | Amount=9412.09 | Location=NY | Time=08:21
ID=580 | Amount=8614.91 | Location=NY | Time=00:54
ID=581 | Amount=6426.34 | Location=LA | Time=09:55
ID=582 | Amount=8419.76 | Location=PAR | Time=07:03
ID=584 | Amount=5631.54 | Location=LA | Time=19:07
ID=585 | Amount=6421.44 | Location=CHI | Time=17:46
ID=587 | Amount=7398.09 | Location=NY | Time=21:56
ID=589 | Amount=9434.71 | Location=CHI | Time=11:04
ID=590 | Amount=6763.6 | Location=LA | Time=01:34
ID=591 | Amount=9118.44 | Location=CHI | Time=16:01
ID=593 | Amount=5994.5 | Location=NY | Time=21:53
ID=594 | Amount=8773.68 | Location=LA | Time=21:30
ID=597 | Amount=6598.86 | Location=NY | Time=14:04
ID=598 | Amount=6597.91 | Location=LON | Time=17:08
ID=601 | Amount=6882.51 | Location=PAR | Time=06:08
ID=602 | Amount=8243.84 | Location=TX | Time=19:45
ID=606 | Amount=8919.68 | Location=LA | Time=06:22
ID=608 | Amount=5716.62 | Location=LA | Time=22:34
ID=609 | Amount=5832.9 | Location=PAR | Time=16:39
ID=613 | Amount=7920.45 | Location=TX | Time=09:10
ID=619 | Amount=8765.62 | Location=TOK | Time=10:59
ID=621 | Amount=7494.29 | Location=TX | Time=01:34
ID=624 | Amount=9662.05 | Location=NY | Time=03:06
ID=630 | Amount=7448.67 | Location=TOK | Time=00:07
ID=632 | Amount=7917.06 | Location=MUM | Time=02:58
ID=633 | Amount=7825.14 | Location=TX | Time=04:09
ID=635 | Amount=9922.65 | Location=PAR | Time=16:22
ID=639 | Amount=6575.12 | Location=LON | Time=02:15
ID=640 | Amount=7710.92 | Location=NY | Time=12:37
ID=642 | Amount=8952.26 | Location=CHI | Time=06:15
ID=645 | Amount=6922.1 | Location=PAR | Time=14:24
ID=647 | Amount=9740.7 | Location=TOK | Time=21:51
ID=652 | Amount=6219.32 | Location=CHI | Time=09:28
ID=653 | Amount=7032.58 | Location=PAR | Time=04:21
ID=654 | Amount=8272.33 | Location=CHI | Time=09:12
ID=657 | Amount=6523.55 | Location=MUM | Time=19:58
ID=658 | Amount=8854 | Location=CHI | Time=19:54
ID=660 | Amount=6319.72 | Location=MUM | Time=07:48
ID=663 | Amount=9397.39 | Location=TOK | Time=10:39
ID=664 | Amount=6016.59 | Location=NY | Time=10:02
ID=667 | Amount=7387.54 | Location=PAR | Time=16:32
ID=671 | Amount=9267.29 | Location=LA | Time=20:01
ID=673 | Amount=6118.34 | Location=NY | Time=06:51
ID=674 | Amount=7352.65 | Location=CHI | Time=09:02
ID=677 | Amount=9548.77 | Location=PAR | Time=15:38
ID=678 | Amount=6442.34 | Location=LA | Time=20:22
ID=680 | Amount=6487.91 | Location=PAR | Time=01:15
ID=681 | Amount=7983.39 | Location=MUM | Time=05:03
ID=683 | Amount=8012.01 | Location=LON | Time=16:18
ID=686 | Amount=9029.86 | Location=PAR | Time=22:04
ID=691 | Amount=6760.36 | Location=LON | Time=08:30
ID=695 | Amount=9912.03 | Location=MUM | Time=00:37
ID=696 | Amount=6134.32 | Location=LA | Time=14:08
ID=697 | Amount=8879.12 | Location=CHI | Time=09:21
ID=698 | Amount=5143.9 | Location=NY | Time=05:11
ID=700 | Amount=7233.17 | Location=TX | Time=17:06
ID=705 | Amount=6906.66 | Location=TOK | Time=06:33
ID=707 | Amount=6155.2 | Location=CHI | Time=05:07
ID=709 | Amount=5163.79 | Location=NY | Time=11:58
ID=715 | Amount=7763.06 | Location=TOK | Time=18:03
ID=718 | Amount=5413.08 | Location=PAR | Time=04:24
ID=721 | Amount=5380.31 | Location=LON | Time=08:30
ID=722 | Amount=9139.21 | Location=TX | Time=15:07
ID=723 | Amount=6088.76 | Location=MUM | Time=19:41
ID=725 | Amount=8078.17 | Location=CHI | Time=07:59
ID=726 | Amount=9246.52 | Location=MUM | Time=23:08
ID=727 | Amount=8072.66 | Location=LA | Time=12:30
ID=728 | Amount=6541.32 | Location=TOK | Time=23:47
ID=731 | Amount=5794.71 | Location=MUM | Time=13:13
ID=733 | Amount=8573.98 | Location=MUM | Time=18:28
ID=734 | Amount=7419.94 | Location=LA | Time=09:45
ID=739 | Amount=8233.24 | Location=MUM | Time=17:12
ID=745 | Amount=7868.08 | Location=LA | Time=07:39
ID=746 | Amount=6558.9 | Location=NY | Time=08:41
ID=747 | Amount=8307.68 | Location=NY | Time=06:33
ID=748 | Amount=7293.61 | Location=TX | Time=06:58
ID=749 | Amount=5070.81 | Location=MUM | Time=08:10
ID=752 | Amount=6662.23 | Location=TX | Time=21:49
ID=753 | Amount=7221.9 | Location=LON | Time=02:20
ID=761 | Amount=9539.1 | Location=NY | Time=22:23
ID=763 | Amount=7122.72 | Location=LON | Time=07:00
ID=764 | Amount=6727.38 | Location=LON | Time=15:51
ID=766 | Amount=9795.05 | Location=PAR | Time=02:32
ID=767 | Amount=8145.15 | Location=LON | Time=23:20
ID=769 | Amount=6903.39 | Location=MUM | Time=23:50
ID=770 | Amount=6076.34 | Location=LA | Time=19:50
ID=771 | Amount=9867.69 | Location=NY | Time=14:56
ID=772 | Amount=5412.22 | Location=LON | Time=14:00
ID=774 | Amount=9060.05 | Location=TOK | Time=11:57
ID=775 | Amount=8980.04 | Location=TOK | Time=18:47
ID=777 | Amount=8202.42 | Location=TOK | Time=18:36
ID=779 | Amount=7340.93 | Location=NY | Time=09:44
ID=781 | Amount=9316.87 | Location=PAR | Time=06:21
ID=784 | Amount=6109.78 | Location=PAR | Time=22:28
ID=787 | Amount=5153.74 | Location=TOK | Time=14:37
ID=788 | Amount=9535.22 | Location=MUM | Time=04:09
ID=791 | Amount=8674 | Location=LA | Time=12:55
ID=792 | Amount=6173.27 | Location=PAR | Time=16:44
ID=795 | Amount=6166.52 | Location=LA | Time=05:40
ID=796 | Amount=6499 | Location=PAR | Time=21:23
ID=798 | Amount=8427.28 | Location=NY | Time=01:01
ID=801 | Amount=8450.17 | Location=TOK | Time=21:35
ID=802 | Amount=9722.79 | Location=PAR | Time=23:05
ID=806 | Amount=9962.77 | Location=LA | Time=02:49
ID=808 | Amount=8327.57 | Location=CHI | Time=18:50
ID=809 | Amount=9484.44 | Location=TOK | Time=21:21
ID=812 | Amount=8653.69 | Location=TX | Time=18:17
ID=814 | Amount=8421.86 | Location=CHI | Time=09:58
ID=816 | Amount=9954.5 | Location=TOK | Time=07:42
ID=817 | Amount=6903.57 | Location=NY | Time=21:30
ID=820 | Amount=6144.06 | Location=NY | Time=16:21
ID=821 | Amount=5788.13 | Location=LON | Time=13:40
ID=823 | Amount=9456.12 | Location=CHI | Time=12:08
ID=824 | Amount=6609.59 | Location=MUM | Time=05:53
ID=825 | Amount=8116.9 | Location=NY | Time=03:16
ID=827 | Amount=7071.43 | Location=LON | Time=14:10
ID=828 | Amount=6538.33 | Location=TOK | Time=14:43
ID=830 | Amount=5896.61 | Location=LON | Time=16:30
ID=831 | Amount=8949.48 | Location=NY | Time=13:04
ID=832 | Amount=7727.47 | Location=MUM | Time=12:37
ID=834 | Amount=6934.92 | Location=MUM | Time=01:01
ID=835 | Amount=5903.19 | Location=PAR | Time=23:48
ID=836 | Amount=6502.31 | Location=MUM | Time=20:00
ID=839 | Amount=6403.84 | Location=CHI | Time=19:13
ID=840 | Amount=8273.05 | Location=TX | Time=06:29
ID=842 | Amount=8361.57 | Location=NY | Time=07:33
ID=844 | Amount=5615.16 | Location=LA | Time=06:28
ID=851 | Amount=9377.54 | Location=NY | Time=12:02
ID=855 | Amount=6148.45 | Location=PAR | Time=13:19
ID=856 | Amount=8828.42 | Location=LA | Time=05:33
ID=861 | Amount=7179.91 | Location=TOK | Time=10:37
ID=862 | Amount=5418.12 | Location=PAR | Time=03:29
ID=864 | Amount=7579.03 | Location=LON | Time=10:14
ID=865 | Amount=6846.73 | Location=LON | Time=11:02
ID=866 | Amount=7499.41 | Location=LON | Time=23:34
ID=868 | Amount=8764.32 | Location=LON | Time=04:22
ID=871 | Amount=6360.46 | Location=CHI | Time=08:17
ID=872 | Amount=5720.41 | Location=CHI | Time=03:58
ID=876 | Amount=7750.45 | Location=LON | Time=14:22
ID=879 | Amount=5562.06 | Location=MUM | Time=04:42
ID=882 | Amount=5394.22 | Location=MUM | Time=23:28
ID=884 | Amount=5712.22 | Location=TOK | Time=21:44
ID=886 | Amount=6893.61 | Location=MUM | Time=07:45
ID=889 | Amount=8409.17 | Location=NY | Time=03:56
ID=890 | Amount=7163.29 | Location=CHI | Time=23:58
ID=893 | Amount=5026.68 | Location=TOK | Time=15:28
ID=894 | Amount=5556.63 | Location=TX | Time=14:17
ID=895 | Amount=8699.49 | Location=CHI | Time=16:11
ID=898 | Amount=8954.49 | Location=TX | Time=19:43
ID=899 | Amount=9514.85 | Location=TX | Time=06:34
ID=900 | Amount=8940.69 | Location=CHI | Time=21:04
ID=902 | Amount=7174.16 | Location=PAR | Time=10:17
ID=905 | Amount=8916.67 | Location=NY | Time=21:14
ID=906 | Amount=5621.67 | Location=TOK | Time=05:21
ID=908 | Amount=6951.3 | Location=MUM | Time=22:25
ID=909 | Amount=6618.89 | Location=MUM | Time=07:03
ID=911 | Amount=8583.35 | Location=NY | Time=12:06
ID=915 | Amount=9022.3 | Location=TX | Time=16:19
ID=917 | Amount=6613.76 | Location=CHI | Time=06:28
ID=919 | Amount=5943.96 | Location=CHI | Time=08:48
ID=921 | Amount=9044.83 | Location=LON | Time=12:48
ID=922 | Amount=8225.45 | Location=LA | Time=22:11
ID=923 | Amount=9050.78 | Location=TOK | Time=18:59
ID=924 | Amount=7941.76 | Location=TX | Time=19:06
ID=925 | Amount=8257.03 | Location=NY | Time=12:11
ID=926 | Amount=5104.76 | Location=TX | Time=08:40
ID=927 | Amount=8163.54 | Location=NY | Time=04:39
ID=928 | Amount=7956.68 | Location=TOK | Time=08:54
ID=929 | Amount=9561.52 | Location=TOK | Time=22:39
ID=932 | Amount=7474.52 | Location=LON | Time=05:42
ID=933 | Amount=8861.2 | Location=PAR | Time=20:12
ID=934 | Amount=5550.21 | Location=LA | Time=21:16
ID=936 | Amount=5801.05 | Location=TX | Time=07:27
ID=939 | Amount=5996.53 | Location=LON | Time=09:50
ID=942 | Amount=8193 | Location=LA | Time=08:24
ID=943 | Amount=5650.77 | Location=TOK | Time=14:03
ID=949 | Amount=9415.74 | Location=CHI | Time=07:28
ID=950 | Amount=6683.62 | Location=LON | Time=18:48
ID=952 | Amount=6079.38 | Location=TOK | Time=20:36
ID=953 | Amount=5716.38 | Location=PAR | Time=06:54
ID=954 | Amount=5491.67 | Location=LON | Time=21:21
ID=955 | Amount=7589.45 | Location=TX | Time=15:22
ID=957 | Amount=8790.94 | Location=TOK | Time=18:25
ID=958 | Amount=5581.92 | Location=LA | Time=14:05
ID=960 | Amount=5216.28 | Location=PAR | Time=11:39
ID=962 | Amount=8523.37 | Location=TX | Time=03:27
ID=964 | Amount=7098.43 | Location=CHI | Time=21:03
ID=969 | Amount=5172.7 | Location=PAR | Time=15:29
ID=970 | Amount=5393.11 | Location=TOK | Time=00:49
ID=975 | Amount=8112.53 | Location=MUM | Time=05:48
ID=977 | Amount=5524.22 | Location=MUM | Time=20:15
ID=979 | Amount=7430.16 | Location=LON | Time=03:23
ID=981 | Amount=6426.5 | Location=PAR | Time=01:58
ID=984 | Amount=8377.97 | Location=MUM | Time=23:27
ID=985 | Amount=7781.69 | Location=TOK | Time=20:46
ID=987 | Amount=7794.15 | Location=TX | Time=23:18
